period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2023-11,Equitas Small Finance Bank Apps,,,,,19.96,0.03,nan,nan,19.96,0.03,,,
2023-11,Punjab Sind Bank Apps,,,,,14.19,0.03,nan,nan,14.19,0.03,,,
2023-11,Allahabad Bank Apps,,,,,6.93,0.03,nan,nan,6.93,0.03,,,
2023-11,CBDC Apps,0.46,0.01,,,8.49,0.2,nan,nan,8.95,0.22,,,
2023-11,Others,,,,,26.81,0.11,nan,nan,26.81,0.11,,,
2023-12,PhonePe,,,,,901006.65,5642.66,,,901006.65,5642.66,,,
2023-12,Google Pay,,,,,629285.36,4375.29,,,629285.36,4375.29,,,
2023-12,Paytm Payments Bank App,1342.34,0.75,8.39,4.38,165694.96,1442.58,24510.03,125.89,191555.71,1573.61,,,
2023-12,Cred,,,,,37293.27,105.31,,,37293.27,105.31,,,
2023-12,Axis Bank Apps,3.68,0.03,3439.12,73.58,2657.21,13.29,,,6100.01,86.9,,,
2023-12,Amazon Pay,,,,,5982.84,54.16,,,5982.84,54.16,,,
2023-12,ICICI Bank Apps,9182.39,6.9,534.86,4.46,11167.31,28.73,,,20884.56,40.09,,,
2023-12,Fampay,,,,,392.53,34.23,,,392.53,34.23,,,
2023-12,Yes Bank Apps,63.28,0.37,,,12305.58,27.99,,,12368.87,28.37,,,
2023-12,Kotak Mahindra Bank Apps,,,,,4738.2,26.36,,,4738.2,26.36,,,
2023-12,WhatsApp,,,,,2113.01,25.25,,,2113.01,25.25,,,
2023-12,BHIM,,,,,8431.47,24.3,,,8431.47,24.3,,,
2023-12,HDFC Bank Apps,0.03,,,,6095.52,23.68,,,6095.54,23.68,,,
2023-12,Bajaj Finserv,,,,,2580.43,18.08,,,2580.43,18.08,,,
2023-12,Airtel Payments Bank Apps,,,,,851.64,12.26,31.71,0.28,883.36,12.54,,,
2023-12,Groww,,,,,4039.81,6.58,,,4039.81,6.58,,,
2023-12,State Bank of India Apps,0.85,0.03,,,2362.05,6.13,,,2362.9,6.16,,,
2023-12,Samsung Pay,,,,,557.26,6.08,,,557.26,6.08,,,
2023-12,Federal Bank Apps,0.01,,,,745.4,5.95,,,745.41,5.95,,,
2023-12,IDFC Bank Apps,,,,,1306.5,5.24,,,1306.5,5.24,,,
2023-12,Mobikwik,,,,,1580.3,4.95,,,1580.3,4.95,,,
2023-12,India Post Payments Bank Apps,,,,,454.5,4.87,,,454.5,4.87,,,
2023-12,Jupiter,,,,,656.67,4.86,,,656.67,4.86,,,
2023-12,Deutsche Bank Apps,0.03,,,,223.34,3.71,,,223.36,3.71,,,
2023-12,Standard Chartered Bank Apps,157.36,0.47,,,249.27,3.17,,,406.63,3.63,,,
2023-12,Canara Bank Apps,,,,,719.5,2.55,,,719.5,2.55,,,
2023-12,RBL Bank Apps,55.79,0.21,0.01,,697.43,1.93,,,753.23,2.14,,,
2023-12,slice,,,,,403.07,1.96,,,403.07,1.96,,,
2023-12,Jio Payments Bank Apps,,,,,125.06,1.35,,,125.06,1.35,,,
2023-12,Punjab National Bank Apps,,,,,276.47,1.26,,,276.47,1.26,,,
2023-12,Omnicard,,,,,36.26,1.16,,,36.26,1.16,,,
2023-12,Bank of Baroda Apps,10.68,,,,453.4,1.05,,,464.08,1.05,,,
2023-12,IndusInd Bank Apps,,,,,203.58,1.05,,,203.58,1.05,,,
2023-12,Union Bank Apps,,,,,405.74,1.02,,,405.74,1.02,,,
2023-12,SLICE,,,,,32.65,0.95,,,32.65,0.95,,,
2023-12,DBS Digibank Apps,1.47,,,,245.47,0.78,,,246.94,0.79,,,
2023-12,GoKiwi,,,,,104.27,0.77,,,104.27,0.77,,,
2023-12,Karnataka Bank Apps,0.01,,,,144.87,0.72,,,144.89,0.72,,,
2023-12,Navi,,,,,43.86,0.69,,,43.86,0.69,,,
2023-12,AU Small Finance Bank Apps,,,,,252.89,0.68,,,252.89,0.68,,,
2023-12,Central Bank of India Apps,,,,,136.84,0.58,,,136.84,0.58,,,
2023-12,Indian Bank Apps,8.79,,,,98.27,0.4,,,107.06,0.4,,,
2023-12,Shriram One,,,,,19.47,0.33,,,19.47,0.33,,,
2023-12,Bajaj Pay Wallet,,,,,72.38,0.32,,,72.38,0.32,,,
2023-12,South Indian Bank Apps,,,,,86.96,0.3,,,86.96,0.3,,,
2023-12,Bank of India Apps,,,,,103.82,0.29,,,103.82,0.29,,,
2023-12,UCO Bank Apps,,,,,94.81,0.29,,,94.81,0.29,,,
2023-12,Mobikwik,,,,,38.53,0.28,,,38.53,0.28,,,
2023-12,Fino Payments bank Apps,,,,,26.7,0.27,,,26.7,0.27,,,
2023-12,INDIE - Indus Ind,,,,,35.32,0.2,,,35.32,0.2,,,
2023-12,HSBC Bank Apps,,,0.08,,123.63,0.2,,,123.7,0.2,,,
2023-12,Tamilnad Mercantile Bank Apps,,,,,31.47,0.11,,,31.47,0.11,,,
2023-12,Indian Overseas Bank Apps,,,,,27.85,0.11,,,27.85,0.11,,,
2023-12,Ultracash,,,,,5.06,0.08,,,5.06,0.08,,,
2023-12,TataNeu,,,,,10.49,0.08,,,10.49,0.08,,,
2023-12,IDBI Bank Apps,,,,,38.61,0.07,,,38.61,0.07,,,
2023-12,City Union Bank Apps,,,,,22.76,0.07,,,22.76,0.07,,,
2023-12,DIGIKHATA,,,,,25.8,0.07,,,25.8,0.07,,,
2023-12,PAYTMWALLET,,,,,4.53,0.07,,,4.53,0.07,,,
2023-12,Citi Bank Apps,,,,,70.44,0.07,,,70.44,0.07,,,
2023-12,Fave,,,,,4.28,0.06,,,4.28,0.06,,,
2023-12,FIFEDERAL,,,,,7.12,0.05,,,7.12,0.05,,,
2023-12,Bank of Maharashtra Apps,,,,,8.1,0.04,,,8.1,0.04,,,
2023-12,MakeMyTrip,,,,,22.2,0.04,,,22.2,0.04,,,
2023-12,NSDL Payments Bank Apps,,,,,6.36,0.04,,,6.36,0.04,,,
2023-12,Karur Vysya Bank Apps,,,,,13.69,0.04,,,13.69,0.04,,,
2023-12,Equitas Small Finance Bank Apps,,,,,21.86,0.03,,,21.86,0.03,,,
2023-12,Allahabad Bank Apps,,,,,7.01,0.03,,,7.01,0.03,,,
2023-12,DHANI,,,,,2.01,0.03,,,2.01,0.03,,,
2023-12,CBDC Apps,0.8,0.05,,,25.12,0.72,,,25.91,0.77,,,
2023-12,Other,,,,,38.33,0.12,,,38.33,0.12,,,
2024-01,PhonePe,,,,,906793.76,5734.54,,,906793.76,5734.54,,,
2024-01,Google Pay,,,,,635945.58,4442.86,,,635945.58,4442.86,,,
2024-01,Paytm Payments Bank App,1291.06,0.72,8.32,3.98,164333.33,1442.41,26982.03,122.53,192614.74,1569.63,,,
2024-01,Cred,,,,,38229.82,108.86,,,38229.82,108.86,,,
2024-01,Axis Bank Apps,2.72,0.02,2943.22,66.84,2775.63,13.31,,,5721.57,80.17,,,
2024-01,Amazon Pay,,,,,6288.95,59.48,,,6288.95,59.48,,,
2024-01,ICICI Bank Apps,10593.84,7.01,527.09,4.68,12995.05,28.93,,,24115.98,40.62,,,
2024-01,FAM,,,,,418.33,36.62,,,418.33,36.62,,,
2024-01,HDFC Bank Apps,0.08,,17.83,5.92,5458.04,25.05,,,5475.95,30.98,,,
2024-01,BHIM,,,,,8778.61,29.98,,,8778.61,29.98,,,
2024-01,Kotak Mahindra Bank Apps,,,,,4981.01,28.24,,,4981.01,28.24,,,
2024-01,WhatsApp,,,,,2132.83,26.08,,,2132.83,26.08,,,
2024-01,Yes Bank Apps,33.23,0.27,,,11585.54,23.01,,,11618.77,23.28,,,
2024-01,Bajaj Finserv,,,,,2737.66,19.87,,,2737.66,19.87,,,
2024-01,Airtel Payments Bank Apps,0.08,,,,902.32,13.24,0.03,,902.43,13.24,,,
2024-01,Groww,,,,,6540.35,9.41,,,6540.35,9.41,,,
2024-01,State Bank of India Apps,0.87,0.03,,,2425.87,6.1,,,2426.73,6.13,,,
2024-01,Samsung Pay,,,,,518.32,5.73,,,518.32,5.73,,,
2024-01,IDFC Bank Apps,,,,,1448.5,5.47,,,1448.5,5.47,,,
2024-01,Federal Bank Apps,,,,,674.05,5.33,,,674.05,5.33,,,
2024-01,Mobikwik,,,,,1625.48,5.19,,,1625.48,5.19,,,
2024-01,Jupiter,,,,,665.54,4.97,,,665.54,4.97,,,
2024-01,India Post Payments Bank Apps,,,,,461.95,4.69,,,461.95,4.69,,,
2024-01,Deutsche Bank Apps,0.03,,,,294.6,3.89,,,294.63,3.89,,,
2024-01,Standard Chartered Bank Apps,550.69,1.07,,,195.77,2.61,,,746.46,3.68,,,
2024-01,RBL Bank Apps,46.97,0.2,0.03,,739.53,3.15,,,786.52,3.35,,,
2024-01,Canara Bank Apps,,,,,758.31,2.62,,,758.31,2.62,,,
2024-01,slice,,,,,407.98,2.01,,,407.98,2.01,,,
2024-01,Jio Payments Bank Apps,,,,,137.62,1.51,,,137.62,1.51,,,
2024-01,Punjab National Bank Apps,,,,,335.6,1.32,,,335.6,1.32,,,
2024-01,Indian Bank Apps,10.91,,,,311.48,1.29,,,322.39,1.29,,,
2024-01,SLICE,,,,,41.97,1.26,,,41.97,1.26,,,
2024-01,Omnicard,,,,,37.16,1.15,,,37.16,1.15,,,
2024-01,Bank of Baroda Apps,10.66,,,,505.93,1.14,,,516.58,1.14,,,
2024-01,Union Bank Apps,,,,,451.7,1.11,,,451.7,1.11,,,
2024-01,Navi,,,,,54.5,0.96,,,54.5,0.96,,,
2024-01,Gokiwi,,,,,105.76,0.74,,,105.76,0.74,,,
2024-01,DBS Digibank Apps,1.8,,,,252.85,0.7,,,254.66,0.7,,,
2024-01,Karnataka Bank Apps,,,,,144.11,0.67,,,144.11,0.67,,,
2024-01,AU Small Finance Bank Apps,,,,,259.49,0.66,,,259.49,0.66,,,
2024-01,Central Bank of India Apps,,,,,150.41,0.63,,,150.41,0.63,,,
2024-01,Shriram One,,,,,31.86,0.59,,,31.86,0.59,,,
2024-01,FIFEDERAL,,,,,57.15,0.47,,,57.15,0.47,,,
2024-01,BPAYWALLET,,,,,88.49,0.43,,,88.49,0.43,,,
2024-01,MBK,,,,,57.77,0.39,,,57.77,0.39,,,
2024-01,South Indian Bank Apps,,,,,105.23,0.33,,,105.23,0.33,,,
2024-01,Bank of India Apps,,,,,108.18,0.29,,,108.18,0.29,,,
2024-01,Fino Payments bank Apps,,,,,31.67,0.29,,,31.67,0.29,,,
2024-01,INDIE - Indus Ind,,,,,42.84,0.25,,,42.84,0.25,,,
2024-01,UCO Bank Apps,,,,,76.62,0.21,,,76.62,0.21,,,
2024-01,HSBC Bank Apps,,,0.03,,117.97,0.2,,,118.0,0.2,,,
2024-01,Tamilnad Mercantile Bank Apps,,,,,32.85,0.12,,,32.85,0.12,,,
2024-01,Indian Overseas Bank Apps,,,,,29.92,0.11,,,29.92,0.11,,,
2024-01,Ultracash,,,,,5.95,0.08,,,5.95,0.08,,,
2024-01,Citi Bank Apps,,,,,79.39,0.08,,,79.39,0.08,,,
2024-01,Digikhata,,,,,30.34,0.08,,,30.34,0.08,,,
2024-01,TataNeu,,,,,11.48,0.08,,,11.48,0.08,,,
2024-01,City Union Bank Apps,,,,,25.49,0.08,,,25.49,0.08,,,
2024-01,IDBI Bank Apps,,,,,42.31,0.08,,,42.31,0.08,,,
2024-01,Jupiter Edge (LivQuick PPI),,,,,14.71,0.05,,,14.71,0.05,,,
2024-01,Karur Vysya Bank Apps,,,,,15.23,0.04,,,15.23,0.04,,,
2024-01,NSDL Payments Bank Apps,,,,,5.77,0.04,,,5.77,0.04,,,
2024-01,Bank of Maharashtra Apps,,,,,8.06,0.04,,,8.06,0.04,,,
2024-01,DHANI,,,,,2.71,0.04,,,2.71,0.04,,,
2024-01,PAYTMWALLET,,,,,3.11,0.03,,,3.11,0.03,,,
2024-01,MakeMyTrip,,,,,15.48,0.03,,,15.48,0.03,,,
2024-01,Equitas Small Finance Bank Apps,,,,,23.19,0.03,,,23.19,0.03,,,
2024-01,Timepay,,,,,0.33,0.03,,,0.33,0.03,,,
2024-01,Allahabad Bank Apps,,,,,6.51,0.03,,,6.51,0.03,,,
2024-01,Other Apps,,,,,31.46,0.13,,,31.46,0.13,,,
2024-01,CBDC Apps,1.63,0.07,,,46.45,0.8,,,48.08,0.88,,,
2024-02,Phonepe #,,,,,915586.0,5760.01,,,915586.0,5760.01,,,
2024-02,Google Pay #,,,45.25,46.83,637219.4,4461.29,,,637264.65,4508.12,,,
2024-02,Paytm #,971.93,0.55,0.09,0.17,145305.47,1267.27,13291.98,72.36,159569.47,1340.35,,,
2024-02,Cred #,,,,,38649.61,111.53,,,38649.61,111.53,,,
2024-02,Amazon Pay #,,,,,6278.02,59.71,,,6278.02,59.71,,,
2024-02,BHIM,,,,,9052.16,56.16,,,9052.16,56.16,,,
2024-02,ICICI Bank Apps,8779.07,5.69,416.25,4.27,10492.15,28.95,,,19687.47,38.92,,,
2024-02,FamPay by Trio #,,,,,432.81,37.89,,,432.81,37.89,,,
2024-02,HDFC Bank Apps,0.12,,71.63,23.86,4283.81,13.51,,,4355.55,37.37,,,
2024-02,Kotak Mahindra Bank Apps,,,,,5127.03,31.5,,,5127.03,31.5,,,
2024-02,Axis Bank Apps,1.77,0.01,6427.2,20.84,2290.26,10.08,,,8719.23,30.93,,,
2024-02,Whatsapp #,,,,,2175.12,26.76,,,2175.12,26.76,,,
2024-02,Yes Bank Apps,36.07,0.33,,,11308.74,21.24,,,11344.81,21.57,,,
2024-02,Bajaj Finserv #,,,,,2984.7,19.22,,,2984.7,19.22,,,
2024-02,Airtel Payments Bank Apps,0.17,,,,1028.15,14.06,0.03,0.01,1028.35,14.07,,,
2024-02,Mobikwik #,,,,,1793.84,6.28,,,1793.84,6.28,,,
2024-02,SBI Bank Apps,1.03,0.03,,,2350.42,6.17,,,2351.46,6.2,,,
2024-02,Groww #,,,,,3042.87,5.78,,,3042.87,5.78,,,
2024-02,Federal Bank Apps,,,,,717.81,5.74,,,717.81,5.74,,,
2024-02,Samsung Pay #,,,,,494.57,5.61,,,494.57,5.61,,,
2024-02,IDFC First Bank Apps,,,,,1440.44,5.54,,,1440.44,5.54,,,
2024-02,India Post Payments Bank Apps,,,,,608.29,5.38,,,608.29,5.38,,,
2024-02,Jupiter Money #,,,,,669.43,5.0,,,669.43,5.0,,,
2024-02,Standard Chartered Bank Apps,911.82,0.92,,,675.48,3.1,,,1587.3,4.02,,,
2024-02,Slice #,,,,,471.27,3.98,,,471.27,3.98,,,
2024-02,Deutsche Bank Apps,0.03,,,,377.59,3.42,,,377.62,3.43,,,
2024-02,RBL Bank Apps,88.75,0.2,0.01,,485.29,2.62,,,574.05,2.82,,,
2024-02,Canara Bank Apps,,,,,745.2,2.79,,,745.2,2.79,,,
2024-02,Freecharge #,0.19,,,,416.0,1.65,,,416.19,1.65,,,
2024-02,Jio Payments Bank Apps,,,,,145.51,1.64,,,145.51,1.64,,,
2024-02,IndusInd Bank Apps,,,,,272.43,1.46,,,272.43,1.46,,,
2024-02,Navi #,,,,,68.62,1.42,,,68.62,1.42,,,
2024-02,Punjab National Bank Apps,,,,,359.72,1.36,,,359.72,1.36,,,
2024-02,Union Bank Of India Apps,,,,,483.59,1.2,,,483.59,1.2,,,
2024-02,Omnicard #,,,,,38.18,1.15,,,38.18,1.15,,,
2024-02,Bank of Baroda Apps,9.93,,,,359.31,0.76,,,369.24,0.76,,,
2024-02,Au Small Finance Bank Apps,,,,,276.63,0.73,,,276.63,0.73,,,
2024-02,Central Bank of India Apps,,,,,165.64,0.72,,,165.64,0.72,,,
2024-02,Kiwi #,,,,,81.25,0.55,,,81.25,0.55,,,
2024-02,DBS Bank Apps,0.14,,,,201.91,0.54,,,202.06,0.54,,,
2024-02,Indian Bank Apps,47.33,0.01,,,112.76,0.42,,,160.09,0.42,,,
2024-02,Timepay #,,,,,3.95,0.42,,,3.95,0.42,,,
2024-02,Karnataka Bank Apps,,,,,85.93,0.41,,,85.93,0.41,,,
2024-02,South Indian Bank Apps,,,,,104.62,0.36,,,104.62,0.36,,,
2024-02,Shri Ram One #,,,,,31.2,0.35,,,31.2,0.35,,,
2024-02,Fino Payments Bank Apps,,,,,38.14,0.3,,,38.14,0.3,,,
2024-02,Bank of India Apps,,,,,91.81,0.24,,,91.81,0.24,,,
2024-02,HSBC Bank Apps,,,0.06,,116.46,0.21,,,116.52,0.21,,,
2024-02,Tata Neu #,,,,,17.14,0.2,,,17.14,0.2,,,
2024-02,Fave #,,,,,36.57,0.19,,,36.57,0.19,,,
2024-02,UCO Bank Apps,,,,,61.26,0.17,,,61.26,0.17,,,
2024-02,Tamilnad Mercantile Bank Apps,,,,,32.14,0.12,,,32.14,0.12,,,
2024-02,Indian Overseas Bank Apps,,,,,29.06,0.11,,,29.06,0.11,,,
2024-02,Digikhata #,,,,,35.77,0.1,,,35.77,0.1,,,
2024-02,LivQuik Apps #,,,,,28.75,0.09,,,28.75,0.09,,,
2024-02,City Union Bank Apps,,,,,24.75,0.08,,,24.75,0.08,,,
2024-02,Citi Bank Apps,,,,,70.14,0.07,,,70.14,0.07,,,
2024-02,IDBI Bank Apps,,,,,32.49,0.06,,,32.49,0.06,,,
2024-02,Dhani #,,,,,3.38,0.05,,,3.38,0.05,,,
2024-02,NSDL Payments Bank Apps,,,,,6.59,0.05,,,6.59,0.05,,,
2024-02,Karur Vysya Bank Apps,,,,,15.42,0.04,,,15.42,0.04,,,
2024-02,Bank of Maharashtra Apps,,,,,7.68,0.04,,,7.68,0.04,,,
2024-02,Equitas Small Apps,,,,,24.46,0.04,,,24.46,0.04,,,
2024-02,Flipkart UPI #,,,,,0.68,0.03,,,0.68,0.03,,,
2024-02,Punjab And Sind Bank Apps,,,,,10.71,0.02,,,10.71,0.02,,,
2024-02,Cheq,,,,,1.54,0.02,,,1.54,0.02,,,
2024-02,Niyo Global #,,,,,4.04,0.02,,,4.04,0.02,,,
2024-02,CBDC,2.67,0.1,,,61.46,0.83,,,64.13,0.94,,,
2024-02,Others,2.04,,,,12.13,0.03,,,14.17,0.03,,,
2024-03,PhonePe,,,,,1002387.84,6502.15,,,1002387.84,6502.15,,,
2024-03,Google Pay,,,,,695196.05,5061.18,,,695196.05,5061.18,,,
2024-03,Paytm,,,0.01,,133707.06,1210.64,699.77,19.4,134406.85,1230.04,,,
2024-03,Cred,,,,,44991.57,132.31,,,44991.57,132.31,,,
2024-03,Axis Bank Apps,1.99,0.01,4389.01,81.0,3044.92,13.59,,,7435.92,94.6,,,
2024-03,Amazon Pay,,,,,6772.89,65.35,,,6772.89,65.35,,,
2024-03,ICICI Bank Apps,11608.08,7.9,397.58,4.54,14491.28,33.54,,,26496.95,45.98,,,
2024-03,Fampay,,,,,528.01,43.69,,,528.01,43.69,,,
2024-03,Kotak Mahindra Bank Apps,,,,,5763.37,39.14,,,5763.37,39.14,,,
2024-03,HDFC Bank Apps,0.26,0.01,3.72,1.95,7289.09,33.07,,,7293.07,35.03,,,
2024-03,WhatsApp,,,,,2536.99,31.21,,,2536.99,31.21,,,
2024-03,BHIM,,,,,8339.37,30.04,,,8339.37,30.04,,,
2024-03,Yes Bank Apps,35.8,0.32,,,13833.3,24.13,,,13869.1,24.45,,,
2024-03,Airtel Payments Bank Apps,0.2,,,,1162.62,15.64,44.2,0.37,1207.02,16.01,,,
2024-03,Bajaj Finserv,,,,,2803.2,15.81,,,2803.2,15.81,,,
2024-03,Mobikwik,,,,,2190.01,8.27,,,2190.01,8.27,,,
2024-03,India Post Payments Bank Apps,,,,,851.01,6.82,,,851.01,6.82,,,
2024-03,Groww,,,,,3539.14,6.72,,,3539.14,6.72,,,
2024-03,State Bank of India Apps,1.08,0.04,,,2394.79,6.59,,,2395.88,6.63,,,
2024-03,IDFC Bank Apps,,,,,1581.28,6.41,,,1581.28,6.41,,,
2024-03,Samsung Pay,,,,,530.8,6.24,,,530.8,6.24,,,
2024-03,Jupiter,,,,,709.07,5.57,,,709.07,5.57,,,
2024-03,Flipkart,,,,,197.24,5.0,,,197.24,5.0,,,
2024-03,Deutsche Bank Apps,0.02,,,,453.57,3.3,,,453.59,3.3,,,
2024-03,Federal Bank Apps,0.01,,,,806.45,6.11,,,806.46,6.11,,,
2024-03,Canara Bank Apps,,,,,798.84,3.1,,,798.84,3.1,,,
2024-03,Navi,,,,,94.29,3.0,,,94.29,3.0,,,
2024-03,Slice,,,,,538.12,5.22,,,538.12,5.22,,,
2024-03,Jio Payments Bank Apps,,,,,161.87,1.87,,,161.87,1.87,,,
2024-03,Indian Bank Apps,43.86,0.01,,,340.92,1.85,,,384.79,1.86,,,
2024-03,RBL Bank Apps,99.89,0.27,0.02,,366.34,1.56,,,466.25,1.83,,,
2024-03,Punjab National Bank Apps,,,,,411.13,1.67,,,411.13,1.67,,,
2024-03,Timepay,0.02,,,,18.5,1.37,,,18.52,1.37,,,
2024-03,Union Bank Apps,0.01,,,,517.15,1.35,,,517.16,1.35,,,
2024-03,Omnicard,,,,,44.84,1.29,,,44.84,1.29,,,
2024-03,Bank of Baroda Apps,7.73,,,,419.08,0.95,,,426.81,0.95,,,
2024-03,Central Bank of India Apps,,,,,195.46,0.86,,,195.46,0.86,,,
2024-03,AU Small Finance Bank Apps,,,,,279.91,0.78,,,279.91,0.78,,,
2024-03,Gokiwi,,,,,100.1,0.7,,,100.1,0.7,,,
2024-03,DBS Digibank Apps,0.29,,,,202.89,0.51,,,203.18,0.51,,,
2024-03,Shriram One,,,,,38.71,0.48,,,38.71,0.48,,,
2024-03,South Indian Bank Apps,,,,,120.88,0.4,,,120.88,0.4,,,
2024-03,Fino Payments bank Apps,,,,,50.97,0.39,,,50.97,0.39,,,
2024-03,IndusInd Bank Apps,0.12,,,,228.02,1.39,,,228.14,1.39,,,
2024-03,HSBC Bank Apps,,,0.06,,138.16,0.31,,,138.22,0.31,,,
2024-03,TataNeu,,,,,25.46,0.25,,,25.46,0.25,,,
2024-03,Bank of India Apps,,,,,78.81,0.2,,,78.81,0.2,,,
2024-03,Standard Chartered Bank Apps,1.11,,,,115.77,0.19,,,116.88,0.19,,,
2024-03,Dhani,,,,,5.98,0.19,,,5.98,0.19,,,
2024-03,UCO Bank Apps,,,,,56.32,0.18,,,56.32,0.18,,,
2024-03,Karnataka Bank Apps,,,,,25.58,0.16,,,25.58,0.16,,,
2024-03,Jupiter Edge,,,,,32.22,0.14,,,32.22,0.14,,,
2024-03,Digikhata,,,,,48.01,0.13,,,48.01,0.13,,,
2024-03,Indian Overseas Bank Apps,,,,,30.44,0.11,,,30.44,0.11,,,
2024-03,Tamilnad Mercantile Bank Apps,,,,,28.72,0.1,,,28.72,0.1,,,
2024-03,Ultracash,,,,,6.57,0.09,,,6.57,0.09,,,
2024-03,Citi Bank Apps,0.01,,,,66.7,0.09,,,66.71,0.09,,,
2024-03,City Union Bank Apps,,,,,26.73,0.08,,,26.73,0.08,,,
2024-03,NSDL Payments Bank Apps,,,,,10.57,0.07,,,10.57,0.07,,,
2024-03,Bank of Maharashtra Apps,0.07,,,,11.6,0.05,,,11.67,0.05,,,
2024-03,Karur Vysya Bank Apps,,,,,17.68,0.05,,,17.68,0.05,,,
2024-03,Equitas Small Finance Bank Apps,,,,,26.62,0.04,,,26.62,0.04,,,
2024-03,MakeMyTrip,,,,,18.75,0.03,,,18.75,0.03,,,
2024-03,Go Niyo,,,,,12.86,0.03,,,12.86,0.03,,,
2024-03,Allahabad Bank Apps,,,,,6.32,0.03,,,6.32,0.03,,,
2024-03,Other Apps,3.94,0.14,,,109.12,1.07,,,113.06,1.21,,,
2024-04,PhonePe,,,,,1001679.63,6500.14,,,1001679.63,6500.14,,,
2024-04,Google Pay,,,,,694189.68,5027.32,,,694189.68,5027.32,,,
2024-04,Paytm,,,0.01,,122554.24,1117.13,,,122554.25,1117.13,,,
2024-04,Cred,,,,,43233.21,138.46,,,43233.21,138.46,,,
2024-04,Axis Bank Apps,1.74,0.01,3168.22,56.27,3313.28,13.53,,,6483.24,69.8,,,
2024-04,Amazon Pay,,,,,6784.82,64.33,,,6784.82,64.33,,,
2024-04,ICICI Bank Apps,11945.21,8.45,336.49,3.57,14357.18,35.39,,,26638.88,47.41,,,
2024-04,Fampay,,,,,588.0,46.64,,,588.0,46.64,,,
2024-04,Kotak Mahindra Bank Apps,,,,,6101.88,41.54,,,6101.88,41.54,,,
2024-04,HDFC Bank Apps,0.32,0.01,,,7689.44,35.99,,,7689.76,35.99,,,
2024-04,WhatsApp,,,,,2815.68,34.12,,,2815.68,34.12,,,
2024-04,BHIM,,,,,8670.52,25.48,,,8670.52,25.48,,,
2024-04,Yes Bank Apps,31.04,0.27,,,11978.36,21.99,,,12009.4,22.26,,,
2024-04,Airtel Payments Bank Apps,0.4,,,,1243.65,16.19,0.09,,1244.14,16.19,,,
2024-04,Navi,,,,,402.92,15.1,,,402.92,15.1,,,
2024-04,Bajaj Finserv,,,,,1819.55,10.29,,,1819.55,10.29,,,
2024-04,Mobikwik,,,,,2248.19,9.76,,,2248.19,9.76,,,
2024-04,Groww,,,,,5452.72,8.02,,,5452.72,8.02,,,
2024-04,Slice,,,,,608.62,7.51,,,608.62,7.51,,,
2024-04,State Bank of India Apps,1.14,0.04,,,2385.64,6.49,,,2386.79,6.53,,,
2024-04,IDFC Bank Apps,,,,,1581.78,6.45,,,1581.78,6.45,,,
2024-04,Samsung Pay,,,,,527.4,6.3,,,527.4,6.3,,,
2024-04,Federal Bank Apps,,,,,821.8,6.14,,,821.8,6.14,,,
2024-04,Jupiter,,,,,710.69,5.92,,,710.69,5.92,,,
2024-04,India Post Payments Bank Apps,,,,,687.52,5.08,,,687.52,5.08,,,
2024-04,Flipkart UPI,,,,,174.73,3.46,,,174.73,3.46,,,
2024-04,Deutsche Bank Apps,0.02,,,,441.56,3.28,,,441.58,3.28,,,
2024-04,Canara Bank Apps,,,,,812.15,3.03,,,812.15,3.03,,,
2024-04,Timepay,0.1,,,,24.14,2.15,,,24.25,2.16,,,
2024-04,Jio Payments Bank Apps,,,,,164.17,1.87,,,164.17,1.87,,,
2024-04,Punjab National Bank Apps,,,,,419.99,1.66,,,419.99,1.66,,,
2024-04,RBL Bank Apps,117.1,0.11,0.01,,529.18,1.46,,,646.29,1.57,,,
2024-04,Indian Bank Apps,6.71,,,,310.69,1.5,,,317.4,1.5,,,
2024-04,Union Bank Apps,,,,,525.02,1.25,,,525.02,1.25,,,
2024-04,Omnicard,,,,,37.27,1.06,,,37.27,1.06,,,
2024-04,Bank of Baroda Apps,8.27,,,,459.5,0.99,,,467.77,0.99,,,
2024-04,Central Bank of India Apps,,,,,204.45,0.89,,,204.45,0.89,,,
2024-04,AU Small Finance Bank Apps,,,,,257.99,0.8,,,257.99,0.8,,,
2024-04,Go Kiwi,,,,,92.87,0.58,,,92.87,0.58,,,
2024-04,DBS Digibank Apps,0.38,,,,182.52,0.46,,,182.89,0.47,,,
2024-04,South Indian Bank Apps,,,,,129.71,0.43,,,129.71,0.43,,,
2024-04,Shriram One,,,,,37.49,0.4,,,37.49,0.4,,,
2024-04,Fino Payments bank Apps,,,,,49.47,0.35,,,49.47,0.35,,,
2024-04,IndusInd Bank Apps,0.26,,,,191.64,1.06,,,191.9,1.06,,,
2024-04,HSBC Bank Apps,,,0.05,,126.55,0.32,,,126.59,0.32,,,
2024-04,TataNeu,,,,,34.06,0.32,,,34.06,0.32,,,
2024-04,Bank of India Apps,,,,,87.25,0.21,,,87.25,0.21,,,
