period,beneficiary_bank,cb_ratio,chargebacks_accepted_during_the_month,chargebacks_received_during_the_month,code,representment_raised_during_the_month,total_txns_during_the_month,type_name
2023-05,Shri Swami Samarth Sahakari Bank Ltd,0.0,0,0,SWB,0,331,
2023-05,SHREE WARANA SAHAKARI BANK LTD,0.0,0,0,SWS,0,51805,
2023-05,Suvarnayug Sahakari Bank Ltd.,0.0,0,0,SYG,0,209300,
2023-05,Shri Yashwant Sahakari Bank Maryadit Kuditre,0.0,0,0,SYS,0,11,
2023-05,Associate Co.op. Bank Ltd.,0.0,0,0,TAS,0,35038,
2023-05,Thane Bharat Sahakari Bank Ltd,0.0,0,1,TBS,1,345841,
2023-05,THANJAVUR DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,TCC,0,454,
2023-05,TheTiruchirappalli District Central Cooperative Bank Ltd,0.0,0,0,TDB,0,1474,
2023-05,The Thane Dist Central Co op. Bank Ltd,0.0,0,0,TDC,0,317279,
2023-05,TIRUNELVELI DISTRICT CENTRAL COOPERATIVE BANK LTD,0.0,0,0,TDL,0,583,
2023-05,TELANGANA STATE COOPERATIVE APEX BANK LTD,0.0,0,1,TEL,1,428409,
2023-05,TELANGANA GRAMEENA BANK,0.0,1,13,TGB,12,4206655,
2023-05,THOOTHUKUDI DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,THD,0,346,
2023-05,The Tiruvannamalai District central Cooperative Bank Ltd,0.246,1,1,TID,0,406,
2023-05,TRIPURA GRAMIN BANK,0.0,0,0,TIR,0,355057,
2023-05,Tumkur Grain Merchants Co-operative Bank Ltd,0.0,0,0,TKG,0,170,
2023-05,The Kranthi Co-Operative Urban Bank Ltd,0.0,0,0,TKR,0,19865,
2023-05,Tamilnad Mercantile Bank Limited,0.0,0,38,TMB,38,14796909,
2023-05,The Commercial Co operative Bank Ltd Kolhapur,0.0,0,0,TMK,0,15554,
2023-05,THE TAMIL NADU STATE APEX CO OPERATIVE BANK LTD,0.0,0,0,TNA,0,88938,
2023-05,The Surat District Cooperative Bank,0.0,0,2,TNF,2,431053,
2023-05,Tri O Tech Solutions Private Limited,0.0,0,0,TOT,0,7035095,
2023-05,TRANSERV LIMITED,0.0,0,0,TPI,0,10770,
2023-05,TRIPURA STATE CO OPERATIVE BANK LTD,0.012,2,2,TPS,0,17228,
2023-05,Transcorp International Limited,0.0,0,0,TRL,0,546,
2023-05,Thane Janata Sahakari Bank,0.001,0,31,TSB,31,2881277,
2023-05,The S.S.K. Co-Op. Bank Ltd.,0.006,0,1,TSS,1,18006,
2023-05,Textile Traders Co-operative Bank Limited,0.0,0,0,TTB,0,2497,
2023-05,Tirupati Urban Co-Operative Bank Ltd,0.016,0,8,TUP,8,50102,
2023-05,Union Bank Credit Card,0.0,0,0,UBC,0,1743,
2023-05,THE URBAN COOP BANK LTD DHARANGAON,0.0,0,0,UBD,0,36127,
2023-05,UCO Bank,0.0,1,174,UCO,173,55096007,
2023-05,The Udupi Co Operative Town Bank Ltd,0.0,0,0,UDB,0,10277,
2023-05,UJJIVAN SMALL FINANCE BANK LIMITED,0.0,1,44,UIJ,43,14271905,
2023-05,Uttarakhand Gramin Bank - IMPS,0.001,0,22,UKG,22,1686319,
2023-05,THE UDAIPUR MAHILA URBAN COOP BANK LTD,0.0,0,0,UMB,0,27764,
2023-05,Unimoni Financial Service Pvt Ltd,0.0,0,0,UMP,0,17,
2023-05,UDAIPUR MAHILA SAMRUDHI URBAN COOP BANK LTD,0.0,0,0,UMS,0,19199,
2023-05,UNJHA NAGARIK SAHAKARI BANK LTD,0.0,0,0,UNB,0,560,
2023-05,THE UNION CO OPERATIVE BANK LTD,0.0,0,0,UNO,0,8331,
2023-05,Union Bank Of India,0.0,0,505,UOB,505,271625971,
2023-05,Uttar Pradesh Co-operative Bank Ltd,0.005,1,1,UPC,0,19621,
2023-05,URBAN COOPERATIVE BANK LTD BAREILLY,0.0,0,0,URN,0,11751,
2023-05,Unity Small Finance Bank Limited,0.0,0,0,USB,0,330,
2023-05,UTKARSH SMALL FINANCE BANK LIMITED,0.002,2,47,USF,45,3068702,
2023-05,THE UTTARSANDA PEOPLES COOP BANK LTD UTTARSANDA,0.0,0,0,UTS,0,18,
2023-05,The Udaipur Urban Co-Operative Bank Ltd.,0.0,0,0,UUB,0,30464,
2023-05,The Varachha Co-op Bank Ltd,0.001,1,3,VAR,2,410521,
2023-05,Vaishya Sahakari Bank Ltd,0.012,0,2,VBM,2,17012,
2023-05,VIJAY COMMERCIAL CO OPERATIVE BANK LTD,0.0,0,0,VCC,0,2174,
2023-05,VIRUDHUNAGAR DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,VCL,0,418,
2023-05,VILLUPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,VDB,0,450,
2023-05,VELLORE DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,VDL,0,1048,
2023-05,Veerashaiva Sahakari Bank Ltd,0.013,1,1,VES,0,7929,
2023-05,Jharkhand Rajya Gramin Bank (Erstwhile Vananchal Gramin Bank),0.001,0,21,VGB,21,2095031,
2023-05,Vikas Souharda Co operative Bank Ltd,0.001,1,1,VIK,0,120075,
2023-05,VIKRAMADITYA NAGRIK SAHAKARI BANK,0.0,0,0,VIR,0,3269,
2023-05,THE VIJAY COOPERATIVE BANK LTD,0.004,0,2,VJC,2,46520,
2023-05,Vasai Janata Sahakari bank Ltd,0.0,0,0,VJS,0,24166,
2023-05,The Visakhapatnam Cooperative Bank Ltd.,0.0,0,0,VKH,0,242181,
2023-05,Vidarbha Merchants Urban Co-op Bank Ltd,0.0,0,0,VMC,0,26,
2023-05,Valmiki Urban Cooperative Bank Ltd,0.007,1,2,VMK,1,27475,
2023-05,Vasundhara Mahila Nagari Sahakari Bank. Ltd Ambejogai,0.0,0,0,VMN,0,395,
2023-05,Vaishya Nagari Sahakari Bank Ltd,0.004,0,5,VNP,5,112403,
2023-05,The Veraval peoples Coop Bank Ltd,0.0,0,0,VPC,0,1540,
2023-05,VARDHAMAN MAHILA CO OPERATIVE URBAN BANK LTD,0.0,0,0,VRD,0,9935,
2023-05,VALSAD DISTRICT CENTRAL CO OPERATIVE BANK LTD,0.0,0,0,VSD,0,9578,
2023-05,The Vishweshwar Sahakari Bank Ltd.,0.0,0,0,VSI,0,327834,
2023-05,Sri Vasavamba Co-Op. Bank Ltd.,0.004,0,1,VSM,1,23303,
2023-05,The Vallabh Vidyanagar Commercial Co-Operative Bank Ltd.,0.0,0,0,VVB,0,7026,
2023-05,VASAI VIKAS SAHAKARI BANK LTD,0.001,0,3,VVS,3,333219,
2023-05,Warangal Urban Cooperative Bank Ltd,0.0,0,0,WUC,0,15551,
2023-05,YES Bank - Amazon pay,0.03,25,4288,YBA,4263,14148855,
2023-05,Yes Bank Limited,0.0,0,0,YBL,0,5,
2023-05,YES BANK PPI,0.0,0,0,YBP,0,349,
2023-05,YES BANK LIMITED YBS,0.006,1038,5770,YBS,4732,89312822,
2023-05,YES BANK PHONEPE,0.001,868,10631,YES,9763,1447362851,
2023-05,YES BANK JUSPAY,0.001,11,2503,YJU,2492,225389570,
2023-05,The Yadagiri Lakshmi Narasimha Swamy Co-Op Urban Bank Ltd,0.002,0,1,YLN,1,57724,
2023-06,Akhand Anand Co-op Bank Ltd,0.0,0,0,AAC,0,28690,
2023-06,Abhinandan Urban Coop Bank Amravati,0.0,0,0,ABH,0,920,
2023-06,THE ABHINAV SAHAKARI BANK LTD,0.0,0,0,ABS,0,40313,
2023-06,Abhyudaya Co-operative Bank,0.005,1,105,ACB,104,2233345,
2023-06,The Adarsh Co-operative Urban Bank Ltd.,0.001,0,6,ACU,6,422177,
2023-06,ADARSH COOPERATIVE BANK RAJASTHAN,0.0,0,0,ADB,0,113006,
2023-06,The Agrasen Co-Operative Urban Bank Ltd,0.0,0,0,AGU,0,25391,
2023-06,Ahmedabad District Cooperative Bank,0.001,0,5,AHD,5,588417,
2023-06,Ahmednagar Merchants Co-Op Bank Ltd,0.0,0,1,AHM,1,206065,
2023-06,AHMEDNAGAR SHAHAR SAHAKARI BANK MARYADIT,0.019,4,4,AHS,0,20534,
2023-06,The Ajara Urban Co op Bank Ltd,0.0,0,0,AJB,0,24270,
2023-06,Ambarnath Jai Hind Co Operative Bank Ltd,0.001,0,1,AJC,1,82087,
2023-06,Amreli Jilla Madhyastha Sahakari Bank Ltd,0.0,0,0,AJM,0,42942,
2023-06,AJANTHA URBAN CO OP BANK LTD,0.0,0,0,AJN,0,8612,
2023-06,The Akola District Central Co-oP.Bank Ltd,0.001,0,2,AKA,2,139929,
2023-06,THE AKOLA JANATA COMMERCIAL COOPERATIVE BANK LTD,0.0,0,0,AKO,0,30002,
2023-06,Ambajogai Peoples Co-Operative Bank Ltd,0.001,0,1,AMB,1,123776,
2023-06,THE AHMEDNAGAR DISTRICT CENTRAL COOP BANK LTD,0.0,0,0,AMD,0,16743,
2023-06,The Ahmedabad Mercantile Cooperative Bank Ltd,0.001,0,1,AME,1,114940,
2023-06,ASSAM GRAMIN VIKASH BANK,0.001,0,4,AMG,4,735313,
2023-06,The Anand Mercantile Co-Op. Bank Ltd.,0.0,0,0,AMO,0,8018,
2023-06,AMRELI NAGARIK SAHAKARI BANK LTD,0.0,0,0,AMR,0,710,
2023-06,Union Bank of India (Erstwhile Andhra bank),0.013,0,61,ANB,61,483016,
2023-06,Andhra Pragathi Grameena Bank,0.0,0,7,AND,7,6091838,
2023-06,The Ashta Peoples Co-op Bank Ltd Ashta,0.0,0,0,APA,0,153,
2023-06,ADARNIYA P D PATILSAHEB SAHAKARI BANK LTD KARAD,0.0,0,0,APB,0,19888,
2023-06,Amazon,0.0,0,0,API,0,86404,
2023-06,The A.P. Mahesh Co-operative Urban Bank Ltd,0.002,0,4,APM,4,257166,
2023-06,APNA Sahakari Bank ltd,0.0,0,3,APN,3,1065348,
2023-06,Phone Pe-APP,0.001,27,915,APP,888,76516709,
2023-06,Andhra Pradesh Grameena Vikas Bank - IMPS,0.0,0,33,APV,33,9785162,
2023-06,ARUNACHAL PRADESH RURAL BANK,0.007,0,8,ARB,8,107671,
2023-06,AIRTEL PAYMENTS BANK LIMITED,0.002,307,1744,ARL,1437,116092531,
2023-06,THE AP RAJARAJESWARI MAHILA CO OP URBAN BANK LTD,0.0,0,0,ARR,0,674,
2023-06,Arvind Sahakari Bank Ltd,0.0,0,0,ARS,0,39742,
2023-06,THE ANDHRA PRADESH STATE COOPERATIVE BANK LTD,0.003,0,4,ASB,4,128529,
2023-06,AUB,0.0,0,0,AUB,0,6902,
2023-06,ARIHANT URBAN COOPERATIVE BANK LTD,0.0,0,0,AUC,0,27,
2023-06,AU SMALL FINANCE BANK,0.003,11,631,AUS,620,18899611,
2023-06,Axis Bank,0.004,2251,20348,AXB,18097,567738127,
2023-06,Axis Bank Freecharge,0.0,0,0,AXP,0,144,
2023-06,THE AMRAVATI ZILLA PARISHAD SHIKSHAK SAHAKARI BANK,0.112,1,1,AZP,0,893,
2023-06,The Baroda City Co operative Bank Ltd,0.0,0,0,BAO,0,9980,
2023-06,THE BELLARY DIST COOPERATIVE CENTRAL BANK LTD,0.011,0,4,BCB,4,37006,
2023-06,Bassein Catholic Co-operative Bank Ltd,0.001,0,7,BCC,7,558989,
2023-06,THE BARODA CENTRAL COOP BANK LTD,0.005,2,4,BDB,2,80475,
2023-06,Bandhan Bank limited,0.002,0,380,BDN,380,23773078,
2023-06,Bhadradri Co-Operative Urban Bank Ltd,0.006,0,5,BDR,5,85491,
2023-06,The Business Co Operative Bank Ltd,0.003,1,1,BEB,0,36227,
2023-06,Bajaj Finance Limited,0.0,0,0,BFP,0,3940,
2023-06,Baroda Gujarat Gramin Bank,0.001,0,6,BGI,6,947480,
2023-06,THE BHARAT CO OPERATIVE BANK MUMBAI LTD,0.002,0,28,BHB,28,1633271,
2023-06,The Bharuch District Central Coop Bank Ltd,0.0,0,0,BHD,0,8559,
2023-06,THE BHUJ COMMERCIAL CO OP BANK LTD,0.0,0,0,BHU,0,10259,
2023-06,BHAVNA RISHI CO OPERATIVE URBAN BANK LTD,0.0,0,0,BHV,0,16610,
2023-06,The Bhagyodaya Co-Operative Bank Ltd,0.0,0,0,BHY,0,7214,
2023-06,The Banaskantha District Central Co-Op. Bank Ltd.,0.003,1,12,BKD,11,442461,
2023-06,Baroda Rajasthan Kshetriya Gramin Bank,0.002,0,86,BKG,86,5285380,
2023-06,The Banaskantha Mercantile Co-Operative Bank Ltd.,0.0,0,0,BKM,0,88574,
2023-06,Balotra Urban Co operative Bank Ltd,0.0,0,0,BLT,0,18709,
2023-06,Bombay Mercantile CO Operative Bank Ltd,0.002,0,3,BMC,3,138438,
2023-06,The Bhagyalakshmi Mahila Sahakari Bank Ltd,0.0,0,0,BMN,0,5954,
2023-06,BRAHMADEODADA MANE SAHAKARI BANK LTD SOLAPUR,0.0,0,0,BMS,0,88,
2023-06,Baran Nagrik Sahakari Bank Ltd,0.0,0,0,BNG,0,9150,
2023-06,BALASINOR NAGARIK SAHAKARI BANK LTD,0.0,0,0,BNL,0,657,
2023-06,Bhagini Nivedita Sahakari Bank Ltd,0.001,0,2,BNS,2,165500,
2023-06,Bank Of America N.A.,0.0,0,0,BOA,0,6704,
2023-06,Bank of Baroda,0.001,116,1442,BOB,1326,274761282,
2023-06,Bank Of India,0.0,12,196,BOI,184,148535615,
2023-06,Bank of Maharashtra,0.0,0,154,BOM,154,41629949,
2023-06,The Bardoli Nagrik Sahakari bank Ltd,2.959,5,5,BRD,0,169,
2023-06,The Baramati Sahakari Bank Limited,0.0,0,0,BRM,0,434556,
2023-06,Shri Basaveshwar Sahakari Bank Nyt.,0.0,0,0,BSB,0,36028,
2023-06,Baroda U.P. Bank (Erstwhile Baroda Uttar Pradesh Gramin Bank),0.004,2,277,BUB,275,7562870,
2023-06,The Bicholim Urban Cooperative Bank LTD,0.08,8,8,BUC,0,10035,
2023-06,Bhavnagar District Co operative Bank Ltd,0.0,0,0,BVN,0,16339,
2023-06,BHILWARA URBAN COOPERATIVE BANK LTD,0.0,0,0,BWB,0,10765,
2023-06,Central Bank of India,0.002,0,1527,CBI,1527,73758133,
2023-06,The Co-op Bank of Mehsana Ltd,0.0,0,0,CBM,0,4973,
2023-06,The Commercial Co-operative Bank Ltd,0.0,0,0,CCB,0,667,
2023-06,Citizen Credit Co-Operative Bank Ltd.,0.004,0,1,CCC,1,26513,
2023-06,The Chennai Central Cooperative Bank Ltd,0.014,1,1,CCL,0,6944,
2023-06,Cuddalore District Central Co-op Bank,1.133,10,10,CDB,0,883,
2023-06,The Coimbatore District Central Co-op Bank Limited,0.0,0,0,CDC,0,5496,
2023-06,CHAITANYA GODAVARI GRAMEENA BANK,0.0,0,0,CGG,0,2302435,
2023-06,Chhattisgarh Rajya Sahakari Bank Mydt,0.03,5,5,CGR,0,16420,
2023-06,CHHATTISGARH RAJYA GRAMIN BANK,0.0,2,14,CHB,12,2919605,
2023-06,Chartered Sahakari Bank Niyamitha,0.01,1,2,CHN,1,20251,
2023-06,CITIBANK CORPORATE,0.004,0,373,CIT,373,9713862,
2023-06,COASTAL AREA LOCAL BANK,0.0,0,0,CLB,0,311657,
2023-06,The Chandwad Merchants Co-operative Bank Ltd,0.0,0,0,CMC,0,231,
2023-06,Canara Bank,0.001,0,1529,CNB,1529,209796275,
2023-06,The Chembur Nagarik Sahakari Bank Ltd,0.001,1,1,CNS,0,70499,
2023-06,The Cosmos Co-Operative Bank Ltd,0.146,2397,4711,COB,2314,3217596,
2023-06,Colour Merchants Co-operative Bank Ltd,0.0,0,0,COL,0,599,
2023-06,Capital Small Finance Bank Ltd.,0.003,0,16,CPF,16,470432,
2023-06,CSB Bank Limited,0.012,6,370,CSB,364,3043836,
2023-06,Axis Bank-Citi,0.0,0,0,CTB,0,2192126,
2023-06,City Union Bank,0.0,1,74,CUB,73,15126786,
2023-06,CHITTORGARH URBAN CO OPERATIVE BANK LTD,0.0,0,0,CUC,0,4784,
2023-06,THE CHIPLUN URBAN COOPERATIVE BANK LTD,0.0,0,0,CUL,0,3539,
2023-06,Citizen Cooperative Bank Ltd.,0.0,0,0,CZN,0,20635,
2023-06,Citizens Co-Operative Bank Ltd.,0.0,0,0,CZS,0,17688,
2023-06,THE DAHOD MERCANTILE CO-OP BANK LTD,0.006,0,1,DAM,1,16768,
2023-06,Dapoli Urban Cooperative Bank Ltd,0.007,1,1,DAP,0,13979,
2023-06,Dausa Urban Cooperative Bank Ltd,0.0,0,0,DAU,0,7522,
2023-06,DEUTSCHE BANK DBA,0.0,0,0,DBA,0,89061,
2023-06,DBS Bank India Limited,0.012,460,1119,DBS,659,9161778,
2023-06,DCB Bank Ltd,0.001,0,11,DCB,11,2094148,
2023-06,The District Central Co op Bank Ltd Khammam,0.0,0,0,DCK,0,694,
2023-06,The District Co-Operative Central Bank Ltd.Medak,0.002,0,1,DCM,1,65475,
2023-06,Dharmapuri District Central Co-operative Bank Ltd,0.0,0,0,DDC,0,3953,
2023-06,DINDIGUL DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,DDL,0,2611,
2023-06,Deogiri Nagari Sahakari Bank Ltd,0.0,0,0,DEO,0,314357,
2023-06,DEUTSCHE BANK,0.0,0,0,DEU,0,6317,
2023-06,The Dahod Urban Co-operative Bank Ltd,0.0,0,0,DHU,0,41478,
2023-06,Dhanalakshmi Bank,0.0,0,2,DLB,2,2818824,
2023-06,Dhanera Mercantile Co-op Bank Ltd,0.002,0,1,DMC,1,62617,
2023-06,Deendayal Nagri Sahakari Bank Ltd,0.006,0,5,DNS,5,90045,
2023-06,Dombivli Nagarik Sahakari Bank,0.001,2,6,DSB,4,888830,
2023-06,Darussalam Co-Operative Urban Bank Ltd.,0.005,0,7,DSM,7,152749,
2023-06,Dattatraya Maharaj Kalambe Jaoli Sahakari Bank Ltd,0.0,0,0,DTY,0,94982,
2023-06,DHULE VIKAS SAHAKARI BANK LTD,0.0,0,0,DVS,0,171,
2023-06,ESAF SMALL FINANCE BANK LTD,0.001,0,51,EAF,51,7752626,
2023-06,The Erode District Central Cooperative Bank Ltd,0.07,1,1,EDC,0,1422,
2023-06,EQUITAS SMALL FINANCE BANK,0.0,1,31,EQT,30,11377198,
2023-06,Eroute Technologies Private Limited,0.0,0,0,ERT,0,286971,
2023-06,The Eenadu Co-oP.Urban Bank Ltd,0.002,0,1,EUB,1,47394,
2023-06,DCB Bank Ezetap,0.0,0,0,EZE,0,7,
2023-06,FBl,0.0,0,0,FBl,0,4,
2023-06,Federal Bank,0.0,35,954,FBL,919,213893410,
2023-06,The Financial Co Operative Bank Ltd,0.0,0,0,FCB,0,5117,
2023-06,FINO PAYMENTS BANK,0.0,0,0,FIN,0,3,
2023-06,Fino Payments Bank Limited FIP,0.006,265,1732,FIP,1467,29844216,
2023-06,Fingrowth Cooperative Bank Ltd.,0.003,0,1,FNG,1,34036,
2023-06,FINCARE SMALL FINANCE BANK LIMITED,0.001,1,30,FSF,29,4355819,
2023-06,THE GANDHIDHAM CO OPERATIVE BANK LTD,0.0,0,0,GAN,0,797,
2023-06,The Greater Bombay Co-operative Bank Limited,0.004,0,7,GBB,7,182308,
2023-06,The Godhra Urban Cooperative Bank Ltd,0.006,0,1,GDH,1,17870,
2023-06,The Gadchiroli District Central Co-Op. Bank Ltd.,0.0,0,0,GHD,0,109697,
2023-06,The Gandhinagar Nagarik Co-operative Bank Ltd,0.0,0,0,GNC,0,7645,
2023-06,G P Parsik Sahakari Bank Ltd,0.0,0,0,GPB,0,1466413,
2023-06,The Gandevi Peoples Co operative Bank Ltd,0.0,0,0,GPP,0,6637,
2023-06,The Gujarat State Co-op Bank Ltd,0.0,0,0,GSC,0,209004,
2023-06,Guardian Souharda Sahakari Bank Niyamita,0.0,0,0,GSN,0,7998,
2023-06,ICICI Bank LTD GTI,0.007,12187,31738,GTI,19551,481343194,
2023-06,Godavari Urban Co-Operative Bank Ltd. Nashik,0.0,0,0,GUC,0,1535,
2023-06,GUJARAT AMBUJA CO OPERATIVE BANK LTD,0.0,0,0,GUJ,0,1870,
2023-06,THE GUNTUR COOPERATIVE URBAN BANK LTD,0.0,0,0,GUN,0,7363,
2023-06,The Gayatri Co-operative Urban Bank Ltd.,0.001,1,10,GYB,9,1288144,
2023-06,THE HASSAN DISTRICT CO-OPERATIVE CENTRAL BANK LTD,0.0,0,0,HDC,0,1911,
2023-06,HDFC Bank,0.007,10670,35212,HDF,24542,479170399,
2023-06,HIMACHAL PRADESH GRAMIN BANK,0.004,0,41,HGB,41,1102355,
2023-06,Himatnagar Nagarik Sahakari Bank Ltd,0.0,0,0,HMT,0,11399,
2023-06,The Himachal Pradesh State Cooperative Bank Ltd.,0.007,1,37,HPB,36,539752,
2023-06,HSBC Bank,0.005,0,135,HSB,135,2691419,
2023-06,The Haryana State Co-operative Apex Bank Ltd,0.0,0,0,HSC,0,1187,
2023-06,Hutatma Sahakari Bank Ltd.,0.0,0,0,HSW,0,71369,
2023-06,The Hasti Co-op. Bank Ltd.,0.003,0,8,HTI,8,249482,
2023-06,Indusind Bank M2P,0.0,0,0,IBB,0,1323,
2023-06,ICICI Bank,0.022,21886,24548,ICI,2662,110402066,
2023-06,INDORE CLOTH MARKET CO OPERATIVE BANK LTD,0.0,0,0,ICM,0,777,
2023-06,Phone Pe ICICI,0.0,0,0,ICP,0,4,
2023-06,IDBI Bank,0.001,6,373,IDB,367,52296932,
2023-06,IDFC First IssuerC,0.0,0,0,IDC,0,91,
2023-06,IDFC FIRST Bank Ltd,0.016,30,6725,IDF,6695,41954103,
2023-06,Indusind Bank,0.017,10680,15671,IIB,4991,94663845,
2023-06,Irinjalakuda Town Co-Operative Bank Ltd,0.0,0,0,IKT,0,42370,
2023-06,Indian Bank,0.013,13304,17824,INB,4520,132441272,
2023-06,Indrayani Cooperative Bank Ltd,0.0,0,0,INC,0,31955,
2023-06,Indusind Bank INS,0.0,0,0,INS,0,59,
2023-06,Indian Overseas Bank,0.001,8,570,IOB,562,59104397,
2023-06,INDIA POST PAYMENTS BANK LIMITED,0.0,0,45,IPB,45,74363728,
2023-06,Indore Premier Co operative Bank Ltd,0.0,0,0,IPC,0,10086,
2023-06,ICICI Bank Pockets -IPP,0.0,0,0,IPP,0,44777,
2023-06,Indore Paraspar Sahakari bank Ltd. Indore,0.0,0,0,IPS,0,3146,
2023-06,Indraprastha Sehkari Bank Ltd,0.0,0,0,ISB,0,715,
2023-06,THE JALGAON PEOPLES CO.OP.BANK LTD,0.001,0,3,JAB,3,315405,
2023-06,The Jampeta Co operative Urban Bank Ltd,0.0,0,0,JCB,0,19130,
2023-06,JODHPUR NAGRIK SAHAKARI BANK LTD,0.0,0,0,JDH,0,4594,
2023-06,JIO PAYMENTS BANK LTD,0.005,226,312,JIO,86,6500397,
2023-06,The Junagadh Jilla Sahakari Bank Ltd,0.0,0,0,JJL,0,10089,
2023-06,JALGAON JANATA SAHAKARI BANK LTD JALGAON,0.001,0,5,JJS,5,496405,
2023-06,The Jammu & Kashmir Bank Limited,0.001,2,103,JKB,101,13752940,
2023-06,JAMMU AND KASHMIR GRAMEEN BANK,0.002,0,15,JKG,15,689116,
2023-06,Jila Sahkari Kendriya Bank Maryadit Khargone,0.009,0,4,JKK,4,45714,
2023-06,Janakalyan Sahakari Bank Ltd.,0.011,1,23,JKS,22,204637,
2023-06,Jalore Nagrik Sahakari Bank Ltd,0.0,0,0,JLB,0,275,
2023-06,Jila Sahakari Kendriya Bank Maryadit Raipur,0.113,60,60,JMR,0,53327,
2023-06,JIJAMATA MAHILA SAHAKARI BANK LTD,0.003,0,1,JMS,1,29254,
2023-06,JANATA SAHAKARI BANK LTD AJARA,0.01,0,4,JNA,4,38679,
2023-06,Jalna Merchants Co.Op. Bank Ltd.,0.0,0,0,JNC,0,92779,
2023-06,Janaseva Sahakari Bank ltd,0.001,0,2,JNS,2,390456,
2023-06,Janata Sahakari Bank,0.0,0,1,JSB,1,1785616,
2023-06,JANATHA SEVA CO OPERATIVE BANK LTD,0.0,0,0,JSC,0,7566,
2023-06,Jila sahakari Kendriya Bank Mydt Durg,0.013,0,6,JSD,6,46039,
2023-06,JANA SMALL FINANCE BANK LTD,0.001,0,15,JSF,15,1691101,
2023-06,The Jamkhandi Urban Co-Operative Bank Ltd,0.0,0,0,JUB,0,13420,
2023-06,The Junagadh Commercial Co-Operative Bank Ltd,0.0,0,0,JUN,0,15274,
2023-06,Jivan Commercial Co-Operative Bank Ltd.,0.0,0,0,JVN,0,8952,
2023-06,The Kaira District Central Co-Op. Bank Ltd.,0.0,0,1,KAI,1,259451,
2023-06,Kanaka Mahalakshmi Co-Operative Bank Ltd.,0.0,0,0,KAN,0,79057,
2023-06,The Kumbakonam Central Co-operative Bank Ltd,0.0,0,0,KBL,0,849,
2023-06,KANCHEEPURAM CENTRAL COOPERATIVE BANK,0.0,0,0,KCM,0,2092,
2023-06,The Kakinada Co-operative Town Bank Ltd,0.0,0,0,KCT,0,142,
2023-06,The Kodungallur Town Co Operative Bank Ltd,0.0,0,0,KDG,0,19228,
2023-06,Kolhapur Dist. Central Co-Op. Bank Ltd.,0.0,0,0,KDK,0,142835,
2023-06,THE KARIMNAGAR DISTRICT CO OPERATIVE CENTRAL BANK LTD,0.003,0,3,KDO,3,115468,
2023-06,Baroda U.P. Bank (Erstwhile Kashi Gomti Samyut Gramin Bank),0.0,0,0,KGG,0,42830,
2023-06,The Khamgaon Urban Co-Operative Bank Ltd,0.004,0,4,KHM,4,90187,
2023-06,The Khattri Cooperative Urban Bank Limited,0.0,0,0,KHT,0,1535,
2023-06,Kallappanna Awade Ichalkaranji Janata Sahkari Bank,0.001,0,2,KIB,2,322385,
2023-06,Kalyan Janata Sahakari Bank,0.0,0,2,KJB,2,715994,
2023-06,KANYAKUMARI DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,KKC,0,426,
2023-06,Kokan Mercantile Co-Op. Bank Ltd.,0.008,0,21,KKN,21,271642,
2023-06,The Kalupur Commercial Co-Op Bank Ltd,0.0,0,0,KLB,0,645478,
2023-06,KERALA GRAMIN BANK,0.003,0,270,KLG,270,10298983,
2023-06,Kolhapur Mahila Sahakari Bank Ltd. Kolhapur,0.0,0,0,KLM,0,12846,
2023-06,Kotak Mahindra Bank,0.005,501,9279,KMB,8778,187612709,
2023-06,Karnataka Mahila Sahakara Bank Niyamitha,0.01,1,1,KMC,0,10041,
2023-06,THE KANGRA CENTRAL CO-OPERATIVE BANK LTD,0.039,0,25,KNG,25,64665,
2023-06,Kankaria Maninagar Nagarik Sahakari Bank Ltd,0.0,0,0,KNK,0,20249,
2023-06,The Kukarwada Nagarik Sahakari Bank Ltd,0.0,0,0,KNS,0,5572,
2023-06,The Karnavati Co operative Bank Ltd,0.007,3,3,KNT,0,43156,
2023-06,Kottayam Co-operative Urban Bank Ltd,0.335,2,2,KOB,0,597,
2023-06,THE KOPARGAON PEOPLES CO-OP.BANK LTD,0.0,0,0,KPL,0,2068,
2023-06,Krishna Bhima Samruddhi Local Area Bank,0.0,0,0,KRI,0,141581,
2023-06,The Kerala State Co-operative Bank Ltd,0.0,0,0,KRS,0,126890,
2023-06,The Karnataka State Co-operative Apex Bank Ltd,0.0,0,0,KSA,0,168327,
2023-06,KASHMIR MERCANTILE CO OPERATIVE BANK LTD,0.0,0,0,KSM,0,6147,
2023-06,Karnataka Bank,0.0,0,45,KTB,45,34464332,
2023-06,The Kottakkal Cooperative Urban Bank Ltd,0.0,0,0,KTC,0,31021,
2023-06,THE KAKATIYA CO-OPERATIVE URBAN BANK LTD,0.0,0,0,KTK,0,16473,
2023-06,The Kodinar Taluka Cooperative Banking Union Ltd,0.0,0,0,KTU,0,18285,
